STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,reportType,HourlySkyConditions,HourlyVisibility,HourlyDryBulbTemperatureF,HourlyDryBulbTemperatureC,HourlyWetBulbTemperatureF,HourlyWetBulbTemperatureC,HourlyDewPointTemperatureF,HourlyDewPointTemperatureC,HourlyRelativeHumidity,HourlyWindSpeed,HourlyWindDirection,HourlyStationPressure,HourlySeaLevelPressure,HourlyAltimeterSetting,DailySunrise,DailySunset
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 20:51,FM-15,OVC:08 25,10,35,1.7,32,-0.2,26,-3.3,70,9,70,29.43,30.17,30.15,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 21:51,FM-15,OVC:08 22,10,34,1.1,31,-0.6,26,-3.3,73,9,80,29.44,30.18,30.16,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 22:51,FM-15,FEW:02 16 OVC:08 24,10,34,1.1,31,-0.8,25,-3.9,70,9,90,29.45,30.19,30.17,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 23:51,FM-15,OVC:08 26,10,34,1.1,31,-0.8,25,-3.9,70,3,100,29.47,30.21,30.19,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 0:51,FM-15,OVC:08 28,10,34,1.1,30,-0.9,24,-4.4,67,3,360,29.45,30.19,30.17,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 1:51,FM-15,FEW:02 28 OVC:08 130,10,33,0.6,30,-1.1,25,-3.9,72,6,360,29.45,30.19,30.17,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 2:51,FM-15,BKN:07 18 OVC:08 120,10,33,0.6,30,-1.1,25,-3.9,72,9,30,29.43,30.17,30.15,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 3:51,FM-15,OVC:08 14,10,33,0.6,30,-1.1,25,-3.9,72,10,20,29.42,30.16,30.14,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 4:51,FM-15,FEW:02 20 BKN:07 100 OVC:08 110,10,33,0.6,30,-1.1,25,-3.9,72,13,10,29.43,30.17,30.15,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 5:51,FM-15,FEW:02 11 BKN:07 21 OVC:08 95,10,33,0.6,30,-1,26,-3.3,75,10,20,29.44,30.18,30.16,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 6:51,FM-15,OVC:08 11,10,33,0.6,30,-1,26,-3.3,75,14,20,29.46,30.2,30.18,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 7:51,FM-15,OVC:08 10,10,33,0.6,31,-0.8,27,-2.8,78,14,30,29.46,30.2,30.18,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 8:51,FM-15,OVC:08 12,10,35,1.7,32,-0.1,27,-2.8,72,14,30,29.47,30.21,30.19,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 9:51,FM-15,BKN:07 14 OVC:08 23,10,36,2.2,32,0.3,27,-2.8,70,11,30,29.48,30.23,30.2,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 10:51,FM-15,BKN:07 14 OVC:08 23,10,36,2.2,32,0.3,27,-2.8,70,14,30,29.49,30.23,30.21,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 11:51,FM-15,SCT:04 20 OVC:08 28,10,37,2.8,33,0.6,27,-2.8,67,20,20,29.48,30.22,30.2,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 12:51,FM-15,OVC:08 26,10,38,3.3,34,0.9,26,-3.3,62,16,30,29.46,30.21,30.18,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 13:51,FM-15,BKN:07 25,10,39,3.9,34,1.2,25,-3.9,57,17,40,29.45,30.19,30.17,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 14:51,FM-15,SCT:04 25,10,40,4.4,35,1.7,26,-3.3,58,17,20,29.45,30.19,30.17,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 15:51,FM-15,FEW:02 25,10,41,5,36,2,25,-3.9,53,15,40,29.46,30.2,30.18,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 16:51,FM-15,FEW:02 25,10,39,3.9,33,0.7,18,-7.8,43,14,40,29.48,30.22,30.2,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 17:51,FM-15,CLR:00,10,37,2.8,31,-0.4,12,-11.1,36,9,40,29.5,30.25,30.22,1140,14
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 18:51,FM-15,CLR:00,10,34,1.1,29,-1.7,15,-9.4,46,5,40,29.5,30.25,30.22,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 19:51,FM-15,CLR:00,10,33,0.6,28,-2.1,16,-8.9,49,3,20,29.51,30.25,30.23,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 20:51,FM-15,CLR:00,10,33,0.6,28,-2.2,15,-9.4,47,3,20,29.51,30.25,30.23,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 21:51,FM-15,CLR:00,10,30,-1.1,26,-3.3,17,-8.3,58,5,340,29.52,30.26,30.24,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 22:51,FM-15,CLR:00,10,29,-1.7,25,-3.7,17,-8.3,61,0,0,29.51,30.25,30.23,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 23:51,FM-15,CLR:00,10,29,-1.7,25,-3.8,16,-8.9,58,0,0,29.51,30.26,30.23,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 0:51,FM-15,CLR:00,10,28,-2.2,25,-4.1,17,-8.3,63,0,0,29.51,30.25,30.23,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 1:51,FM-15,CLR:00,10,28,-2.2,25,-4.1,17,-8.3,63,3,300,29.51,30.25,30.23,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 2:51,FM-15,CLR:00,10,28,-2.2,25,-4.1,17,-8.3,63,0,0,29.49,30.24,30.21,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 3:51,FM-15,CLR:00,10,26,-3.3,23,-4.8,18,-7.8,71,0,0,29.49,30.23,30.21,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 4:51,FM-15,CLR:00,10,26,-3.3,23,-4.8,18,-7.8,71,0,0,29.49,30.23,30.21,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 5:51,FM-15,FEW:02 250,10,27,-2.8,24,-4.4,18,-7.8,69,0,0,29.5,30.25,30.22,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 6:51,FM-15,FEW:02 250,10,31,-0.6,28,-2.5,21,-6.1,67,0,0,29.51,30.25,30.23,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 7:51,FM-15,FEW:02 250,10,35,1.7,31,-0.5,24,-4.4,64,3,VRB,29.51,30.25,30.23,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 8:51,FM-15,FEW:02 250,10,39,3.9,33,0.8,21,-6.1,48,7,190,29.5,30.24,30.22,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 9:51,FM-15,FEW:02 250,10,44,6.7,38,3.1,19,-7.2,37,6,220,29.49,30.23,30.21,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 10:51,FM-15,FEW:02 250,10,46,7.8,39,4,20,-6.7,35,0,0,29.47,30.21,30.19,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 11:51,FM-15,FEW:02 250,10,50,10,43,6.1,21,-6.1,32,5,VRB,29.44,30.18,30.16,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 12:51,FM-15,FEW:02 250,10,53,11.7,46,7.5,24,-4.4,32,13,200,29.41,30.15,30.13,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 13:51,FM-15,FEW:02 250,10,55,12.8,47,8.6,24,-4.4,30,14,210,29.38,30.12,30.1,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 14:51,FM-15,FEW:02 250,10,57,13.9,49,9.6,25,-3.9,29,11,190,29.35,30.09,30.07,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 15:51,FM-15,FEW:02 250,10,57,13.9,49,9.6,26,-3.3,30,13,220,29.35,30.09,30.07,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 16:51,FM-15,SCT:04 250,10,55,12.8,47,8.5,28,-2.2,35,14,220,29.33,30.06,30.05,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 17:51,FM-15,FEW:02 200 BKN:07 250,10,53,11.7,45,7.5,29,-1.7,40,10,190,29.32,30.06,30.04,1138,15
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 18:51,FM-15,FEW:02 200 BKN:07 250,10,48,8.9,42,5.4,31,-0.6,52,9,170,29.31,30.04,30.03,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 19:51,FM-15,SCT:04 250,10,47,8.3,41,5.1,32,0,56,8,190,29.32,30.05,30.04,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 20:51,FM-15,SCT:04 200 BKN:07 250,10,44,6.7,39,3.8,31,-0.6,60,7,180,29.31,30.05,30.03,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 21:51,FM-15,SCT:04 200 BKN:07 250,10,41,5,37,2.6,30,-1.1,65,8,160,29.31,30.04,30.03,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 22:51,FM-15,SCT:04 250,10,45,7.2,39,4.1,30,-1.1,56,8,180,29.31,30.04,30.03,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 23:51,FM-15,BKN:07 250,10,44,6.7,39,3.7,30,-1.1,58,8,180,29.31,30.04,30.03,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 0:51,FM-15,BKN:07 250,10,45,7.2,39,4.1,30,-1.1,56,9,180,29.3,30.03,30.02,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 1:51,FM-15,SCT:04 150 BKN:07 250,10,45,7.2,39,4.1,30,-1.1,56,9,190,29.3,30.03,30.02,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 2:51,FM-15,BKN:07 140 BKN:07 250,10,47,8.3,41,4.9,30,-1.1,52,11,190,29.3,30.03,30.02,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 3:51,FM-15,BKN:07 110 BKN:07 250,10,46,7.8,40,4.5,30,-1.1,54,8,190,29.3,30.03,30.02,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 4:51,FM-15,SCT:04 110 BKN:07 250,10,43,6.1,38,3.3,30,-1.1,60,7,160,29.29,30.02,30.01,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 5:51,FM-15,BKN:07 120 BKN:07 250,10,43,6.1,38,3.4,31,-0.6,63,8,150,29.29,30.02,30.01,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 6:51,FM-15,FEW:02 120 BKN:07 250,10,46,7.8,40,4.6,31,-0.6,56,9,180,29.29,30.02,30.01,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 7:51,FM-15,FEW:02 140 BKN:07 250,10,50,10,43,6.3,32,0,50,13,170,29.27,30,29.99,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 8:51,FM-15,BKN:07 250,10,52,11.1,45,7.1,32,0,47,15,180,29.27,30,29.99,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 9:51,FM-15,FEW:02 180 BKN:07 250,10,58,14.4,50,9.9,32,0,38,15,180,29.25,29.98,29.97,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 10:51,FM-15,FEW:02 140 BKN:07 250,10,62,16.7,54,12.3,28,-2.2,28,24,200,29.24,29.96,29.96,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 11:51,FM-15,BKN:07 250,10,65,18.3,57,13.9,29,-1.7,26,21,190,29.21,29.93,29.93,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 12:51,FM-15,FEW:02 180 BKN:07 250,10,67,19.4,59,15.2,29,-1.7,24,23,160,29.17,29.89,29.89,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 13:51,FM-15,FEW:02 180 SCT:04 220 OVC:08 250,10,67,19.4,59,15.1,30,-1.1,25,26,170,29.13,29.85,29.85,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 14:51,FM-15,SCT:04 120 BKN:07 140 OVC:08 250,10,64,17.8,56,13.1,31,-0.6,29,24,160,29.1,29.82,29.81,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 15:51,FM-15,FEW:02 140 BKN:07 220 OVC:08 250,10,64,17.8,56,13.4,28,-2.2,26,29,170,29.05,29.77,29.76,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 16:51,FM-15,BKN:07 110 BKN:07 230,10,64,17.8,56,13.6,27,-2.8,25,25,160,29.04,29.75,29.75,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 17:51,FM-15,SCT:04 100 BKN:07 120 BKN:07 220,10,63,17.2,55,12.9,27,-2.8,26,21,170,29.03,29.74,29.74,1137,16
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 18:51,FM-15,SCT:04 85 OVC:08 100,10,62,16.7,54,12.3,27,-2.8,26,25,170,29.03,29.74,29.74,1135,17
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 19:51,FM-15,FEW:02 55 OVC:08 80,10,60,15.6,52,10.9,32,0,35,25,170,29.03,29.74,29.74,1135,17
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 20:51,FM-15,OVC:08 85,10,59,15,51,10.4,32,0,36,20,170,29.01,29.72,29.72,1135,17
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 21:51,FM-15,FEW:02 60 BKN:07 80 BKN:07 100,10,56,13.3,49,9.2,37,2.8,49,18,180,29.01,29.73,29.72,1135,17
